monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
12000.0,0.2343,0.7344,1,42,150.0,0.8389,0.8125,0.5366,0.5345,0.4557,19.14,0.509,3105.91,0.2588,47,63,43,35-49,Female,Low Income (<30k),Student / First-time Earner,0.9701,1
52534.89,0.7117,0.4368,1,64,159.67,0.5948,0.6429,0.4169,0.3224,0.3303,23.15,0.3565,7519.19,0.1431,16,24,12,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.2944,0
27675.68,0.2384,0.5998,1,69,150.0,0.7712,0.7167,0.7829,0.7684,0.719,9.95,0.7567,7824.07,0.2827,23,36,18,25-34,Female,Low Income (<30k),Student / First-time Earner,0.9652,1
24724.0,0.3892,0.6998,1,50,622.02,0.4582,0.752,0.4276,0.5105,0.5459,23.73,0.4946,6014.56,0.2433,20,29,17,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.7583,1
24981.04,0.6048,0.4476,3,60,316.14,0.677,0.9225,0.5273,0.4547,0.521,18.15,0.501,2313.92,0.0926,42,53,39,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.589,1
42298.31,0.2071,0.8501,2,59,350.92,0.8257,0.8577,0.7868,0.7655,0.7668,14.34,0.773,11864.04,0.2805,20,37,18,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.975,1
50353.26,0.2523,0.9041,1,62,518.96,0.5286,0.8421,0.6405,0.5532,0.5731,15.37,0.5889,14279.59,0.2836,17,21,12,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9219,1
52927.37,0.3873,0.7853,1,52,775.45,0.5064,0.7391,0.8498,0.8745,0.8763,4.69,0.8669,18743.12,0.3541,30,47,25,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.9603,1
67119.87,0.3363,0.7768,2,71,262.89,0.5858,0.6818,0.7016,0.7086,0.6231,11.87,0.6778,13505.27,0.2012,43,53,41,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9395,1
24984.21,0.3604,0.7677,2,56,150.0,0.6039,0.6237,0.673,0.7072,0.6102,17.54,0.6635,5184.75,0.2075,20,30,17,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9193,1
38456.61,0.1889,0.8922,2,50,221.17,0.7651,0.9239,0.8127,0.7916,0.8554,7.69,0.8199,12236.29,0.3182,24,28,22,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9791,1
119367.61,0.4234,0.6321,1,80,732.38,0.5265,0.6523,0.5172,0.4681,0.485,21.82,0.4901,28079.93,0.2352,34,36,32,35-49,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.7118,1
41853.61,0.7433,0.3978,2,60,428.46,0.6116,0.8702,0.3333,0.3114,0.4238,25.07,0.3562,7451.61,0.178,29,38,25,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.4016,0
22764.61,0.218,0.8417,2,55,198.55,0.8701,0.8491,0.6096,0.5966,0.6614,17.99,0.6225,4210.41,0.185,62,66,58,25-34,Female,Low Income (<30k),Freelancer / Creator,0.9842,1
47036.64,0.5635,0.4429,3,65,381.33,0.4377,0.4682,0.6039,0.6206,0.6362,13.33,0.6202,8698.2,0.1849,21,28,20,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.4549,0
85005.83,0.5008,0.4443,1,73,424.04,0.5285,0.4322,0.4785,0.4149,0.485,23.47,0.4595,12513.79,0.1472,35,40,35,25-34,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.4494,1
23399.5,0.1802,0.7389,1,49,256.39,0.7781,0.8309,0.5776,0.527,0.5824,19.45,0.5623,5406.87,0.2311,21,23,18,35-49,Female,Low Income (<30k),Student / First-time Earner,0.9438,1
41368.47,0.3022,0.7665,3,45,510.44,0.3254,0.9736,0.4641,0.513,0.4493,22.28,0.4754,8735.43,0.2112,26,33,23,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8121,1
59486.01,0.3639,0.7226,2,53,150.0,0.6226,0.8935,0.5338,0.5585,0.561,20.0,0.5511,12441.5,0.2092,21,32,18,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8829,0
30741.8,0.5242,0.5763,2,73,150.0,0.517,0.663,0.441,0.4647,0.4782,20.4,0.4613,2992.8,0.0974,27,41,25,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.5924,1
30379.5,0.5126,0.5807,3,54,150.0,0.8224,0.5768,0.4772,0.4634,0.4794,29.22,0.4733,3578.73,0.1178,16,28,15,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.624,1
39280.42,0.4179,0.6837,1,62,476.92,0.6346,0.717,0.6519,0.6899,0.7216,11.56,0.6878,13653.04,0.3476,21,23,20,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.7783,1
23011.43,0.335,0.5526,2,45,366.94,0.7888,0.6338,0.4184,0.5055,0.5079,22.82,0.4773,4985.17,0.2166,28,37,26,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.7572,1
56907.39,0.4217,0.5648,1,71,610.27,0.5684,0.752,0.3963,0.4509,0.4683,19.68,0.4385,8986.2,0.1579,7,22,4,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5183,1
23226.06,0.3988,0.6876,3,49,419.33,0.6209,0.3756,0.6691,0.6292,0.6151,15.51,0.6378,6218.6,0.2677,7,14,4,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.7589,1
18828.65,0.4341,0.6321,1,49,161.87,0.5807,0.6476,0.5122,0.422,0.4401,23.43,0.4581,4828.1,0.2564,72,84,60,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.8796,1
33074.01,0.2668,0.7202,2,52,223.31,0.7784,0.5347,0.5821,0.6273,0.6293,14.97,0.6129,10378.46,0.3138,17,26,14,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9396,1
42950.82,0.3915,0.7428,2,60,150.0,0.6229,0.7828,0.5596,0.5253,0.6023,16.36,0.5624,8979.61,0.2091,24,41,23,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.8621,1
82037.78,0.2873,0.6711,1,67,282.16,0.6752,0.7402,0.6983,0.7504,0.7742,9.39,0.7409,20615.09,0.2513,18,24,16,35-49,Female,Upper Middle (>80k),Freelancer / Creator,0.9708,1
22638.49,0.344,0.7129,2,45,293.45,0.6323,0.6359,0.5069,0.5476,0.553,20.4,0.5358,5085.35,0.2246,13,21,8,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8165,0
70578.83,0.3298,0.7452,2,66,497.11,0.751,0.7724,0.6436,0.6697,0.6889,13.57,0.6674,20950.79,0.2968,5,18,1,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.9025,1
25274.53,0.4148,0.843,2,62,150.0,0.5872,0.9531,0.7165,0.7273,0.6879,11.33,0.7106,5674.15,0.2245,12,15,7,35-49,Female,Low Income (<30k),Salaried Entry-level,0.9262,1
12000.0,0.2625,0.8102,1,55,150.0,0.6096,0.8485,0.7982,0.8335,0.7521,9.27,0.7946,3605.43,0.3005,15,22,13,50+,Male,Low Income (<30k),Freelancer / Creator,0.9538,1
51365.91,0.4612,0.5522,2,69,258.41,0.5135,0.6029,0.4549,0.537,0.4574,19.5,0.4831,10138.77,0.1974,16,19,15,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.3697,0
22404.06,0.6992,0.4406,2,58,150.0,0.6198,0.8962,0.4561,0.4055,0.3551,21.02,0.4055,1821.6,0.0813,32,44,31,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.466,1
20650.17,0.4048,0.538,2,50,150.0,0.4215,0.8965,0.4411,0.4252,0.4216,22.85,0.4293,3252.72,0.1575,9,21,7,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.7954,1
28293.93,0.3875,0.667,1,53,277.11,0.7859,0.4468,0.5652,0.5603,0.523,18.06,0.5495,7849.11,0.2774,10,26,9,25-34,Female,Low Income (<30k),Salaried Entry-level,0.7621,1
35654.06,0.5107,0.667,3,63,494.82,0.3521,0.8442,0.5388,0.4948,0.4325,18.37,0.4887,6777.44,0.1901,13,15,12,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.6304,1
31435.48,0.4103,0.735,2,70,150.0,0.7945,0.7145,0.6868,0.7224,0.7397,10.4,0.7163,8929.19,0.284,23,28,19,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.9435,1
29323.44,0.2757,0.8359,2,51,150.0,0.6855,0.7722,0.523,0.5378,0.4984,24.64,0.5197,5306.99,0.181,12,16,10,<25,Female,Low Income (<30k),Salaried Entry-level,0.8357,1
24944.37,0.2389,0.6972,2,45,200.46,0.4645,0.2735,0.7055,0.7162,0.5971,12.41,0.6729,3449.18,0.1383,15,20,11,25-34,Female,Low Income (<30k),Salaried Entry-level,0.8455,1
19047.86,0.5459,0.5034,2,61,150.0,0.4508,0.9091,0.4493,0.4471,0.4693,22.46,0.4552,4898.56,0.2572,20,33,17,25-34,Female,Low Income (<30k),Salaried Entry-level,0.6292,0
22387.03,0.4309,0.4419,1,43,202.37,0.2268,0.6588,0.4317,0.4716,0.5064,18.98,0.4699,3953.13,0.1766,20,27,16,25-34,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.5092,1
56293.07,0.3102,0.7696,2,68,150.0,0.7285,0.8283,0.6325,0.5921,0.5704,18.15,0.5983,9660.63,0.1716,20,23,17,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9588,1
13067.24,0.5859,0.4922,2,42,150.0,0.4231,0.9609,0.3164,0.2939,0.3388,26.22,0.3164,1410.9,0.108,15,32,11,25-34,Male,Low Income (<30k),Student / First-time Earner,0.2483,0
22778.9,0.3795,0.7826,2,51,150.0,0.6315,0.5973,0.5504,0.5031,0.5582,17.83,0.5373,5982.23,0.2626,26,39,24,<25,Female,Low Income (<30k),Student / First-time Earner,0.8338,1
25507.37,0.5018,0.4985,2,49,171.56,0.7211,0.8225,0.5581,0.5578,0.6386,19.34,0.5848,4120.6,0.1615,15,24,13,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.859,1
38158.48,0.4104,0.528,1,58,505.99,0.4417,0.7766,0.3995,0.4658,0.473,20.97,0.4461,4166.23,0.1092,13,23,11,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.4804,0
56274.78,0.4731,0.7424,2,63,333.51,0.5368,0.8365,0.519,0.4908,0.5092,18.79,0.5064,11591.09,0.206,16,19,16,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.8018,1
69984.44,0.4063,0.7305,1,63,383.9,0.7737,0.838,0.8107,0.7878,0.8176,14.07,0.8054,22613.62,0.3231,5,10,2,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9392,1
18508.76,0.587,0.5513,2,39,355.73,0.7447,0.7126,0.3758,0.3653,0.3478,22.61,0.363,2995.5,0.1618,6,12,6,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.5179,0
46541.05,0.6296,0.4276,2,62,198.11,0.6682,0.8401,0.4459,0.4879,0.5001,22.56,0.478,4942.07,0.1062,15,27,10,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5601,0
29479.03,0.3728,0.7354,3,61,150.0,0.7129,0.5986,0.6121,0.6058,0.6458,17.48,0.6213,6461.64,0.2192,8,10,3,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.8035,0
24998.97,0.2949,0.9247,2,40,252.19,0.8221,0.8088,0.6189,0.6803,0.662,13.36,0.6537,6802.69,0.2721,11,21,8,50+,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.9559,1
39703.77,0.4992,0.5229,1,40,509.04,0.6616,0.8992,0.47,0.4942,0.4667,20.35,0.477,8192.07,0.2063,26,30,23,50+,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.7549,0
79082.02,0.6342,0.494,1,70,453.41,0.438,0.7522,0.4213,0.4148,0.4629,22.07,0.433,12282.22,0.1553,20,22,15,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.4468,1
23371.89,0.5701,0.5171,1,58,210.85,0.4786,0.6891,0.4121,0.3801,0.3938,21.56,0.3953,3052.96,0.1306,20,26,19,<25,Female,Low Income (<30k),Informal MSME / Shopkeeper,0.4709,1
29506.03,0.4022,0.5772,1,46,150.0,0.2843,0.8345,0.4485,0.5036,0.444,22.93,0.4654,5554.33,0.1882,10,21,6,25-34,Male,Low Income (<30k),Salaried Entry-level,0.6378,0
27762.87,0.4073,0.525,1,46,572.91,0.8132,0.6945,0.6538,0.6964,0.5734,15.95,0.6412,8753.24,0.3153,8,25,8,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.8746,1
17937.43,0.3247,0.6925,1,44,189.0,0.505,0.8253,0.6004,0.5885,0.6741,13.92,0.621,4522.09,0.2521,20,37,16,50+,Male,Low Income (<30k),Student / First-time Earner,0.7824,1
97417.12,0.3916,0.6719,1,81,610.08,0.7501,0.8508,0.5834,0.4914,0.5383,20.25,0.5377,20540.32,0.2108,21,29,18,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.848,1
32110.25,0.4161,0.6219,1,52,604.72,0.6434,0.9043,0.5931,0.6243,0.6285,15.16,0.6153,6294.35,0.196,17,19,12,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.8304,1
138035.79,0.3473,0.8024,2,93,640.85,0.6972,0.6955,0.5978,0.5648,0.5885,15.16,0.5837,29516.7,0.2138,49,61,48,50+,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9363,1
39455.72,0.4498,0.6938,1,59,285.82,0.3522,0.6614,0.4686,0.4448,0.5589,18.29,0.4908,5391.24,0.1366,36,52,33,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.6069,1
49530.74,0.2872,0.7445,2,52,558.67,0.8791,0.7435,0.5345,0.5244,0.5037,20.59,0.5208,11158.44,0.2253,50,55,48,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9385,1
67825.26,0.4676,0.6529,2,73,590.3,0.6305,0.9167,0.4873,0.5594,0.5345,21.69,0.527,15889.65,0.2343,23,37,20,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7975,1
56379.21,0.3665,0.6914,3,62,150.0,0.5717,0.8593,0.713,0.7623,0.6546,10.67,0.71,18053.98,0.3202,25,31,25,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.9672,1
14606.32,0.2451,0.8165,1,43,150.0,0.8738,0.9171,0.5406,0.5763,0.5671,15.71,0.5613,3836.71,0.2627,30,34,28,25-34,Male,Low Income (<30k),Student / First-time Earner,0.8856,1
80713.12,0.4598,0.613,1,84,436.8,0.7035,0.8158,0.476,0.463,0.457,19.41,0.4653,22888.29,0.2836,23,36,22,25-34,Female,Upper Middle (>80k),Salaried Entry-level,0.8557,1
54792.95,0.4026,0.6683,1,51,375.59,0.5113,0.9042,0.3689,0.3677,0.4374,26.4,0.3913,9756.02,0.1781,24,33,21,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.5178,0
20024.62,0.3908,0.7619,1,52,315.2,0.5991,0.7589,0.6743,0.635,0.6304,16.07,0.6466,5281.16,0.2637,17,30,17,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.844,1
29914.12,0.3677,0.684,1,52,324.66,0.6074,0.8371,0.6711,0.6713,0.6678,13.26,0.6701,6028.61,0.2015,34,39,33,35-49,Male,Low Income (<30k),Salaried Entry-level,0.9277,0
22368.72,0.2684,0.6374,3,67,150.0,0.4202,0.5118,0.5998,0.6629,0.6721,14.4,0.6449,5134.35,0.2295,10,12,10,35-49,Male,Low Income (<30k),Student / First-time Earner,0.8179,1
33029.25,0.9099,0.4096,4,57,203.86,0.5565,0.6532,0.3829,0.4385,0.4004,21.34,0.4072,4314.61,0.1306,17,32,17,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.2206,0
12000.0,0.2952,0.7021,4,48,211.71,0.695,0.6827,0.616,0.6194,0.6196,14.09,0.6183,2752.27,0.2294,40,42,38,35-49,Male,Low Income (<30k),Student / First-time Earner,0.9372,1
16619.67,0.5236,0.4594,3,51,153.9,0.5573,0.6854,0.6779,0.6801,0.6583,15.33,0.6721,4166.74,0.2507,26,28,25,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.8383,1
13477.39,0.394,0.634,4,50,150.0,0.5821,0.84,0.44,0.4189,0.4143,22.32,0.4244,2540.37,0.1885,12,22,7,<25,Male,Low Income (<30k),Student / First-time Earner,0.6988,1
49800.03,0.4362,0.6675,1,63,378.88,0.5565,0.6579,0.2888,0.2634,0.3777,25.24,0.31,6165.46,0.1238,25,39,20,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.3855,0
36129.99,0.7793,0.3126,1,51,401.02,0.1975,0.6485,0.215,0.1552,0.2777,27.67,0.216,3814.3,0.1056,17,28,13,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.0629,0
23015.5,0.3721,0.6842,1,61,211.5,0.5983,0.6334,0.499,0.5634,0.5244,17.92,0.5289,4495.92,0.1953,72,84,60,<25,Female,Low Income (<30k),Freelancer / Creator,0.7508,1
34542.0,0.5183,0.6536,2,50,268.52,0.772,0.8731,0.671,0.6529,0.5705,12.9,0.6315,7024.75,0.2034,8,24,7,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8681,1
104642.02,0.3619,0.7564,1,78,669.55,0.5664,0.891,0.45,0.5153,0.5465,18.51,0.5039,21138.35,0.202,26,37,21,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.8054,1
15897.86,0.2648,0.7447,4,39,316.64,0.3235,0.8782,0.4478,0.4666,0.4808,19.53,0.4651,3961.65,0.2492,33,48,32,<25,Male,Low Income (<30k),Student / First-time Earner,0.8369,1
56955.68,0.316,0.6146,1,55,396.87,0.548,0.7176,0.5273,0.527,0.5584,16.74,0.5375,12791.75,0.2246,11,28,6,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.7329,0
86335.6,0.492,0.7253,1,72,473.42,0.1441,0.6673,0.6066,0.5283,0.5499,16.16,0.5616,16641.26,0.1928,11,28,10,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.5592,0
12000.0,0.4171,0.5946,2,47,166.75,0.3593,0.823,0.4937,0.5402,0.4756,18.68,0.5031,3195.38,0.2663,10,15,8,50+,Female,Low Income (<30k),Student / First-time Earner,0.7334,1
46666.69,0.6239,0.5462,1,55,313.6,0.3586,0.7425,0.4776,0.5155,0.4424,20.4,0.4785,10123.62,0.2169,29,39,28,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.359,0
37842.88,0.248,0.8888,1,54,257.84,0.8338,0.9038,0.6741,0.6527,0.6911,14.33,0.6726,12995.27,0.3434,18,34,15,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.977,1
46436.44,0.1426,0.9491,2,73,290.84,0.2366,0.4878,0.7464,0.7425,0.6984,10.02,0.7291,13720.85,0.2955,24,33,19,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.9596,1
19561.66,0.4567,0.5947,3,47,150.0,0.5995,0.5517,0.6067,0.597,0.6282,16.03,0.6106,6208.24,0.3174,24,29,20,25-34,Female,Low Income (<30k),Student / First-time Earner,0.8756,1
47144.11,0.4029,0.6976,4,55,150.0,0.7558,0.6483,0.6917,0.6278,0.6054,13.72,0.6416,14111.56,0.2993,24,37,24,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9465,1
75035.82,0.2967,0.7771,4,62,794.6,0.7031,0.6423,0.6225,0.6981,0.6544,12.04,0.6583,25603.91,0.3412,12,17,7,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8458,0
70948.79,0.6065,0.5061,3,59,584.28,0.4855,0.645,0.5833,0.6166,0.6338,16.05,0.6112,16803.07,0.2368,32,48,29,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.6705,0
116655.91,0.8552,0.1868,1,67,822.42,0.433,0.7715,0.351,0.2959,0.3512,24.49,0.3327,11117.26,0.0953,32,37,32,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.1761,0
44699.77,0.2483,0.8628,1,64,675.44,0.8164,0.8389,0.6037,0.5777,0.5559,15.85,0.5791,9143.1,0.2045,38,53,38,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.9464,1
60849.02,0.7243,0.2753,2,66,587.07,0.6024,0.6903,0.4177,0.461,0.3813,21.11,0.42,7789.5,0.128,16,18,16,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.3733,1
63590.99,0.4049,0.5087,2,61,643.82,0.6568,0.8091,0.5958,0.5606,0.5185,19.3,0.5583,6585.09,0.1036,13,15,9,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.7496,1
64649.03,0.2219,0.8187,2,62,563.06,0.7396,0.8943,0.6362,0.6368,0.6723,12.97,0.6484,17070.32,0.264,9,11,7,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.9342,0
25226.28,0.6725,0.4204,1,56,479.65,0.6497,0.9568,0.5204,0.5895,0.5934,15.37,0.5678,4003.3,0.1587,68,84,60,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.6393,1
17707.26,0.8981,0.1214,3,41,162.88,0.5727,0.6623,0.5426,0.4886,0.5343,18.83,0.5218,5101.26,0.2881,12,23,10,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.3081,0
62189.02,0.3779,0.6508,1,61,340.72,0.5848,0.8092,0.5255,0.5065,0.5885,17.9,0.5402,9558.38,0.1537,32,34,31,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7916,1
29873.44,0.2472,0.7325,1,60,150.0,0.7525,0.7273,0.7697,0.7878,0.7499,11.01,0.7691,10754.14,0.36,43,49,39,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9705,1
22637.59,0.5896,0.4029,1,49,254.95,0.7924,0.8239,0.4381,0.4124,0.4403,23.1,0.4303,3230.51,0.1427,23,26,20,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.6123,1
52120.11,0.2502,0.7936,3,54,396.9,0.4975,0.8486,0.7182,0.6488,0.6121,11.92,0.6597,16504.5,0.3167,8,17,7,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9665,1
20649.2,0.9018,0.1929,3,64,345.59,0.5257,0.7028,0.2083,0.2251,0.2138,28.75,0.2157,412.98,0.02,14,25,11,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.06,0
20701.82,0.3656,0.7551,2,46,227.34,0.464,0.7899,0.6758,0.7197,0.6876,18.98,0.6944,6718.76,0.3245,23,25,21,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.8709,1
33916.7,0.6928,0.3836,2,54,150.0,0.4863,0.9374,0.5868,0.6368,0.6207,13.61,0.6148,9655.46,0.2847,9,15,7,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.7024,0
25211.28,0.4492,0.6853,1,53,450.38,0.7725,0.746,0.584,0.5988,0.5283,19.06,0.5704,6610.81,0.2622,24,34,22,<25,Male,Low Income (<30k),Salaried Entry-level,0.86,1
37700.73,0.5147,0.5879,2,56,353.89,0.5102,0.8905,0.6067,0.5149,0.6019,20.86,0.5745,8723.75,0.2314,14,23,14,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.8778,1
67587.65,0.3384,0.6335,3,65,582.6,0.5636,0.813,0.5492,0.5715,0.5469,16.79,0.5559,18669.06,0.2762,35,47,35,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.907,1
22239.86,0.5033,0.5582,2,40,488.93,0.7431,0.8559,0.6192,0.5934,0.5692,14.83,0.5939,4346.54,0.1954,37,47,36,25-34,Female,Low Income (<30k),Student / First-time Earner,0.9169,1
50142.86,0.5645,0.4098,2,59,150.0,0.6775,0.7442,0.3492,0.4031,0.4456,21.55,0.3993,7046.75,0.1405,72,75,60,<25,Non-Binary/Other,Middle Income (30k-80k),Gig Worker / Delivery,0.7207,1
46163.59,0.2814,0.8408,2,60,355.95,0.6761,0.883,0.7609,0.7817,0.7225,9.51,0.755,15312.68,0.3317,15,20,11,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9384,1
87556.78,0.2646,0.7461,1,80,575.92,0.5113,0.7927,0.5517,0.5198,0.5092,19.97,0.5269,14380.09,0.1642,5,18,3,25-34,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.7847,1
45146.18,0.7583,0.4836,2,49,538.66,0.1255,0.5132,0.4766,0.5194,0.4693,20.9,0.4884,6518.67,0.1444,13,26,13,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.3021,0
12294.73,0.3802,0.7872,1,49,177.35,0.5523,0.4676,0.6242,0.6264,0.608,21.44,0.6195,3403.12,0.2768,17,34,12,<25,Female,Low Income (<30k),Student / First-time Earner,0.8577,0
58746.77,0.4669,0.5416,3,60,303.21,0.811,0.7181,0.5656,0.6222,0.6303,14.08,0.606,14451.67,0.246,10,20,10,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.7488,1
80495.5,0.4436,0.6584,1,58,763.21,0.6216,0.7093,0.6475,0.6668,0.5849,15.46,0.633,19487.43,0.2421,32,49,30,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.8791,1
44386.01,0.2354,0.778,3,59,607.28,0.584,0.847,0.8189,0.8287,0.7317,10.96,0.7931,14064.69,0.3169,10,26,5,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.963,1
12000.0,0.379,0.5838,1,49,219.92,0.8521,0.663,0.66,0.5819,0.5792,15.16,0.607,2559.91,0.2133,21,35,20,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9201,1
12000.0,0.1839,0.8026,1,55,167.09,0.7629,0.9336,0.6539,0.6535,0.7164,11.65,0.6746,3890.58,0.3242,23,34,23,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9862,1
42162.66,0.4904,0.492,2,62,150.0,0.7335,0.3899,0.5794,0.5147,0.5401,17.58,0.5447,7490.38,0.1777,27,34,26,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7557,1
61059.79,0.4025,0.5974,1,64,383.25,0.6917,0.9377,0.6085,0.6251,0.6005,20.04,0.6114,11718.49,0.1919,36,44,36,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.7812,1
21393.56,0.5058,0.4586,1,40,199.63,0.8437,0.8951,0.6775,0.6993,0.6718,15.75,0.6828,5376.4,0.2513,34,37,34,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.7371,1
37630.61,0.4199,0.6692,2,54,326.14,0.7575,0.6282,0.6527,0.6111,0.5777,15.76,0.6139,9247.32,0.2457,26,32,23,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.9089,1
29535.88,0.5196,0.4737,2,56,150.0,0.7119,0.7713,0.5089,0.548,0.5585,17.9,0.5385,4349.69,0.1473,9,16,4,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.5757,1
28827.87,0.3073,0.8095,3,65,234.8,0.6914,0.7679,0.5995,0.6432,0.6549,14.7,0.6325,7748.01,0.2688,11,20,9,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.9084,1
45984.51,0.4342,0.6143,3,61,222.21,0.6839,0.4948,0.4676,0.5246,0.4403,20.87,0.4775,6926.32,0.1506,24,36,21,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7451,1
